Measured Depth m,Weight on Bit kkgf,Average Rotary Speed rpm,Mud Flow In L/min,UCS,Rate of Penetration m/h
3047.4,5.3,217.59,2121.4,64.55065493,31.1
3047.5,5.3,217.59,2121.4,64.7405091,31.2
3047.6,5.3,217.65,2121.4,65.01438668,31.2
3047.7,5.6,217.65,2121.4,65.28410206,31.1
3047.8,5.6,217.65,2121.4,65.50129269,31
3047.9,5.6,217.65,2121.4,65.68806868,31
3048,5.6,217.18,2121.4,65.74910004,31
3048,5.5,217.18,2121.4,65.94107278,31
3048.1,5.5,217.18,2121.4,65.89742353,31
3048.2,5.4,217.18,2121.4,65.83819662,31
3048.3,4.9,217.18,2121.4,65.77891792,31.1
3048.4,4.9,217.18,2121.4,65.61312825,31.1
3048.5,4.7,217.55,2121.4,65.44391524,31.2
3048.6,4.7,217.55,2121.4,65.33071696,31.2
3048.6,4.9,217.55,2121.4,65.2479786,31.2
3048.7,4.9,217.55,2121.4,65.09787379,31.2
3048.8,4.9,217.55,2121.4,64.93021109,31.2
3048.8,4.8,217.47,2121.4,64.85971962,31.2
3048.9,5.4,217.47,2121.4,64.83321894,31.2
3049,5.4,217.47,2121.4,64.89821342,31.2
3049.1,5.4,217.6,2121.4,65.13251687,31.2
3049.1,5.6,217.6,2121.4,65.39125648,31.2
3049.2,5.6,217.6,2121.4,65.85854551,31.2
3049.2,5.9,217.6,2121.4,66.09737752,31.2
3049.3,5.9,217.6,2121.4,66.1441468,31.2
3049.4,5.9,217.6,2121.4,66.13425229,31.2
3049.4,6.5,217.6,2121.4,66.07781042,30.8
3049.5,6.5,217.6,2121.4,66.09782005,30.8
3049.5,6,217.6,2121.4,66.0403793,28.4
3049.6,6,217.2,2121.4,66.00918032,28.4
3049.7,5.3,217.2,2121.4,66.0236832,25.7
3049.8,5.3,217.2,2121.4,66.05340283,25.7
3049.8,5.3,217.2,2121.4,66.09086269,27.2
3049.9,5.3,217.53,2121.4,66.26335181,27.2
3050,5.2,217.53,2121.4,66.30427323,30.4
3050.1,5.2,217.53,2121.4,66.37610057,30.4
3050.1,5.7,217.53,2121.4,66.4198653,30.8
3050.2,5.7,217.53,2121.4,66.77919693,30.8
3050.3,5.8,217.3,2121.4,67.02933153,30.8
3050.4,5.8,217.3,2121.4,67.15369795,30.8
3050.5,5.7,217.3,2121.4,67.18816086,30.3
3050.6,5.7,217.3,2121.4,67.25401087,30.3
3050.6,5.5,217.3,2121.4,67.29020596,29.8
3050.7,5.5,217.3,2121.4,67.42004803,29.8
3050.8,5.5,217.3,2121.4,67.77637913,29.8
3050.9,5.5,217.12,2121.4,67.87741,29.8
3050.9,5.1,217.12,2121.4,68.22126093,29.8
3051,5.1,217.12,2121.4,68.35296943,29.8
3051.1,4.7,217.12,2121.4,68.46201014,29.8
3051.2,4.7,217.12,2121.4,68.46718837,29.8
3051.2,4.9,217.12,2121.4,68.4586753,29.8
3051.3,4.9,217.12,2121.4,68.24425704,29.8
3051.4,4.8,217.12,2121.4,68.07441246,29.9
3051.5,4.8,217.56,2121.4,67.92463337,29.9
3051.5,5,217.56,2121.4,67.89233462,29.8
3051.6,5,217.56,2121.4,67.88629642,29.8
3051.7,5.1,217.56,2121.4,68.07367846,29.8
3051.8,5.1,217.56,2121.4,68.09120074,29.8
3051.8,5.4,217.56,2121.4,68.25575785,29.8
3051.9,5.4,217.56,2121.4,68.45775898,29.8
3052,5.8,217,2121.4,68.4769384,29.8
3052.1,5.8,217,2121.4,68.47424219,29.8
3052.1,5.9,217,2121.4,68.48099555,29.8
3052.2,5.9,217,2121.4,68.32900082,29.8
3052.3,6.3,217.07,2121.4,68.08501283,29.7
3052.4,6.3,217.07,2121.4,67.89304651,29.7
3052.4,6.2,217.07,2121.4,67.91571993,29.7
3052.5,6.2,217.07,2121.4,67.90149458,29.7
3052.6,6.2,217.51,2121.4,67.88743578,29.7
3052.6,6.2,217.51,2121.4,67.77616433,30.2
3052.7,6.2,217.51,2121.4,67.70155793,30.8
3052.8,6.2,217.51,2121.4,67.63993286,30.8
3052.9,6.2,217.51,2121.4,67.68946519,30.8
3052.9,6.2,217.51,2121.4,67.87677788,30.6
3053,6.2,217.41,2121.4,68.23794641,30.6
3053,6,217.41,2121.4,68.43680255,30.2
3053.1,6,217.41,2121.4,68.50092004,30.2
3053.2,6.1,217.41,2121.4,68.35486234,30.4
3053.3,6.1,217.41,2121.4,67.94363591,30.4
3053.4,6,217.41,2121.4,67.47938644,30.7
3053.5,6,217.46,2121.4,67.12639923,30.7
3053.5,5.6,217.46,2121.4,67.09762349,31.1
3053.6,5.6,217.46,2121.4,67.08435877,31.1
3053.6,5.8,217.46,2121.4,67.14106301,31.1
3053.7,5.8,217.46,2121.4,67.38690869,31.1
3053.8,5.8,217.46,2121.4,67.58900343,31.1
3053.8,5.4,217.46,2121.4,67.9079851,30.9
3053.9,5.4,217,2121.4,68.39551992,30.9
3053.9,5.3,217,2121.4,68.8107202,30.9
3054,5.3,217,2121.4,68.86410473,30.9
3054.1,5.3,217,2121.4,68.82467984,30.9
3054.1,5.2,217,2121.4,68.71000267,30.8
3054.2,5.2,217.49,2121.4,68.29310079,30.8
3054.2,5.4,217.49,2121.4,68.02077855,30.8
3054.3,5.4,217.49,2121.4,67.74805491,30.8
3054.4,5.5,217.49,2121.4,67.60598936,30.8
3054.5,5.5,217.49,2121.4,67.63983463,30.8
3054.6,5.4,217.49,2121.4,67.52797315,30.7
3054.8,5.4,217.33,2121.4,67.53947234,30.3
3054.9,5.9,217.33,2121.4,67.59236975,29.1
3055,5.9,217.33,2121.4,67.8228305,29.1
3055,5.8,217.33,2121.4,67.9079658,26.2
3055.2,6.1,217.33,2121.4,67.99756666,25.6
3055.3,6.1,217.3,2121.4,68.04388304,25.6
3055.3,5.9,217.3,2121.4,68.15600457,27.1
3055.4,5.9,217.3,2121.4,68.2907223,27.1
3055.5,6.4,217.3,2121.4,68.47530375,27.5
3055.7,6.4,217.62,2121.4,68.66807916,26.5
3055.8,6.4,217.62,2121.4,68.8761791,26.5
3055.8,5.3,217.62,2121.4,69.14048147,26
3055.9,5.3,217.62,2121.4,69.50321523,26
3055.9,5.5,217.62,2121.4,69.74126493,25.2
3056,5.5,217.62,2121.4,69.87439758,25.2
3056.1,5.5,217.62,2121.4,70.04677078,25.2
3056.1,5.7,217.62,2121.4,70.13241878,23.7
3056.2,5.7,217.91,2121.4,70.13135108,23.7
3056.2,5.6,217.91,2121.4,70.01402018,24.7
3056.3,5.6,217.91,2121.4,69.83831903,24.7
3056.4,5.6,217.91,2121.4,69.44332698,24.7
3056.4,6.6,217.91,2121.4,69.14223085,24.3
3056.5,6.6,217.91,2121.4,68.87856074,24.3
3056.5,6.5,217.91,2121.4,68.7841706,22.7
3056.6,6.5,217.91,2121.4,68.8751748,22.7
3056.7,6.5,217.12,2121.4,69.0808879,22.7
3056.7,5.5,217.12,2121.4,69.33994428,22.7
3056.8,5.5,217.12,2121.4,69.50350651,22.7
3056.8,6.6,217.12,2121.4,69.47661928,22.7
3056.9,6.6,217.12,2121.4,69.55792417,22.7
3057,6.7,217.12,2121.4,69.64518803,21.7
3057.1,6.7,217.12,2121.4,69.66089728,21.7
3057.1,5.5,217.12,2121.4,69.57943121,21.2
3057.3,5.5,217.65,2121.4,69.49197874,21.2
3057.3,6,217.65,2121.4,69.35104773,21.7
3057.4,6,217.65,2121.4,69.05011593,21.7
3057.5,5.7,217.65,2121.4,68.79688973,20.8
3057.6,5.7,217.65,2121.4,68.71524614,20.8
3057.6,5.5,217.65,2121.4,68.63763776,19.8
3057.7,5.5,217.65,2121.4,68.55165358,19.8
3057.8,5,217.34,2121.4,68.47436476,19.9
3057.9,5,217.34,2121.4,68.36663829,19.9
3057.9,4.3,217.34,2121.4,68.27590047,19.9
3058,4.3,217.34,2121.4,68.22944319,19.9
3058.1,4.8,217.34,2121.4,68.07186297,19.9
3058.2,4.8,217.34,2121.4,67.98424222,19.9
3058.2,5.2,217.34,2121.4,68.03962901,19.9
3058.3,5.2,217.34,2121.4,67.99158908,19.9
3058.4,5.2,217.56,2121.4,67.97091068,19.9
3058.5,5.2,217.56,2121.4,67.96965223,19.9
3058.5,5,217.56,2121.4,68.07270413,19.9
3058.6,5,217.56,2121.4,68.1589949,19.9
3058.7,5.3,217.56,2121.4,68.15423851,19.9
3058.8,5.3,217.56,2121.4,68.46477728,19.9
3058.8,4.6,217.56,2121.4,68.7614265,19.9
3058.9,4.6,217.18,2121.4,69.02646715,19.9
3059,4.4,217.18,2121.4,69.30441377,19.8
3059.1,4.4,217.18,2121.4,69.50445836,19.8
3059.1,4.6,217.18,2121.4,69.42461633,19.8
3059.2,4.6,217.18,2121.4,69.26170884,19.8
3059.3,5.1,217.18,2121.4,69.06139961,19.9
3059.4,5.1,217.18,2121.4,68.85870963,19.9
3059.4,5.2,217.46,2121.4,68.6937058,19.9
3059.5,5.2,217.46,2121.4,68.52295738,19.9
3059.6,5.2,217.46,2121.4,68.35538744,19.9
3059.6,5.5,217.46,2121.4,68.23595287,19.9
3059.7,5.5,217.46,2121.4,68.055414,19.9
3059.8,6.3,217.46,2121.4,68.09192506,19.7
3059.9,2.2,217.46,2121.4,67.97693666,4.1
3060,2.2,217.46,2121.4,68.01531256,4.1
3060.1,3.9,217.46,2121.4,68.12927381,4.1
3060.2,3.9,217.46,2121.4,68.26657721,4.1
3060.2,4.7,217.62,2121.4,68.41811265,19.4
3060.3,4.7,217.62,2121.4,68.49559458,19.4
3060.3,4.5,217.62,2121.4,68.54719413,19.7
3060.4,4.5,217.62,2121.4,68.45485695,19.7
3060.5,4.5,217.62,2121.4,68.29906862,19.7
3060.5,4.9,217.62,2121.4,68.09981025,20
3060.6,4.9,217.62,2121.4,67.96549788,20
3060.7,5.2,217.62,2121.4,67.90814467,21.4
3060.8,5.2,217.62,2121.4,67.74956989,21.4
3060.8,6,217.45,2121.4,67.58543228,22.6
3060.9,6,217.45,2121.4,67.53645259,22.6
3061,6,217.45,2121.4,67.55065369,22.6
3061,6.2,217.45,2121.4,67.74774574,23.1
3061.1,6.2,217.45,2121.4,67.76416187,23.1
3061.1,6.3,217.45,2121.4,67.74626886,24.2
3061.2,6.3,217.57,2121.4,67.60246178,24.2
3061.3,6.4,217.57,2121.4,67.53600387,24.9
3061.4,6.4,217.57,2121.4,67.60015548,24.9
3061.4,6,217.57,2121.4,67.54048543,24.8
3061.5,6,217.57,2121.4,67.54580368,24.8
3061.6,5.8,217.57,2121.4,67.62829502,24.8
3061.7,5.8,217.57,2121.4,67.58890771,24.8
3061.7,6.6,217.57,2121.4,67.61002457,25.1
3061.8,6.6,217.57,2121.4,67.63340326,25.1
3061.9,6.2,217.57,2121.4,67.63772038,26
3062,6.2,217.57,2121.4,67.61632906,26
3062.1,6.8,217.57,2121.4,67.53270408,26.6
3062.2,6.8,217.57,2121.4,67.50666994,26.6
3062.2,6.1,217.57,2121.4,67.50027856,26.9
3062.3,6.1,217.57,2121.4,67.52307655,26.9
3062.3,6.7,217.57,2121.4,67.71083954,28.2
3062.4,6.7,217.57,2121.4,67.89781193,28.2
3062.5,6.7,217.57,2121.4,67.96099942,29.3
3062.6,6.7,217.57,2121.4,68.11412599,29.3
3062.6,7,217.57,2121.4,68.20058162,29.3
3062.7,7,217.57,2121.4,68.16075511,29.3
3062.8,7.1,217.58,2121.4,68.06037043,29.3
3062.9,7.1,217.58,2121.4,67.98058283,29.3
3062.9,6.6,217.58,2054.3,67.76467356,29.5
3063,6.6,217.58,2054.3,67.47000446,29.5
3063.1,6.7,217.58,1964.5,67.03544801,29.7
3063.2,6.7,217.47,1964.5,66.56468281,29.7
3063.2,7.5,217.47,1899.8,66.17382323,29.4
3063.3,7.5,217.47,1899.8,65.94345945,29.4
3063.4,7.5,217.74,1899.8,65.79504031,29.4
3063.4,7.8,217.74,1954.6,65.4495963,28.8
3063.5,7.2,217.74,2012.2,65.06009737,27.5
3063.6,7.2,217.74,2012.2,64.5946113,27.5
3063.7,7.3,217.62,2121.4,64.17545208,27.3
3063.8,7.3,217.62,2121.4,63.85255915,27.3
3063.9,7.2,217.62,2065.7,63.95578578,28.9
3064,7.2,217.62,2065.7,64.181323,28.9
3064,6.3,217.62,2078.7,64.50291338,28.1
3064.1,6.3,217.62,2078.7,64.81333791,28.1
3064.2,6.3,217.26,2078.7,65.04333631,28.1
3064.2,6,217.26,1944.1,65.1869689,22.6
3064.3,6,217.26,1944.1,65.18037056,22.6
3064.3,6.7,217.98,1986.9,65.17009327,19.6
3064.4,6.7,217.98,1986.9,65.18416167,19.6
3064.5,6.7,217.98,1986.9,64.98001567,19.6
3064.5,7.1,217.98,2070,64.90717186,19.6
3064.6,7.1,217.26,2070,65.01572894,19.6
3064.6,6.7,217.26,2062,64.71959958,19.6
3064.7,6.7,217.26,2062,64.41396616,19.6
3064.8,6.7,217.26,2062,64.23432854,19.6
3064.8,5.9,217.47,2044.1,63.8205359,19.6
3064.9,5.9,217.47,2044.1,63.38163778,19.6
3064.9,6.1,217.47,1946.5,63.0593619,19.7
3065,6.1,217.47,1946.5,62.6856792,19.7
3065.1,6.1,217.57,1946.5,62.3674373,19.7
3065.1,6.2,217.57,1940.1,62.29092303,19.7
3065.2,6.2,217.57,1940.1,62.25809058,19.7
3065.2,6.7,217.57,1925.9,62.25588757,19.7
3065.3,6.7,217.57,1925.9,62.30440568,19.7
3065.4,6.7,217.3,1925.9,62.40687336,19.7
3065.4,5.9,217.3,1914.8,62.5475943,19.7
3065.5,5.9,217.3,1914.8,62.66016225,19.7
3065.5,5.4,217.3,2115.4,62.77354359,19.7
3065.6,5.4,217.25,2115.4,62.84730411,19.7
3065.7,5.4,217.25,2115.4,62.68949432,19.7
3065.7,5.7,217.25,2098.4,62.45396813,19.7
3065.8,5.7,217.25,2098.4,62.14497049,19.7
3065.8,6.5,217.25,2115.4,61.82211563,19.8
3065.9,6.5,217.25,2115.4,61.61356985,19.8
3066,6.5,217.25,2115.4,61.49876974,19.8
3066,6.6,217.25,2121.4,61.34710966,20.8
3066.1,6.6,217.28,2121.4,61.32007979,20.8
3066.1,6,217.28,2121.4,61.43658337,22.3
3066.2,6,217.28,2121.4,61.49447021,22.3
3066.3,6,217.28,2121.4,61.63707881,22.3
3066.3,6.9,217.28,2121.4,61.89935083,23.1
3066.4,6.9,217.28,2121.4,62.15338188,23.1
3066.4,8.1,217.28,2121.4,62.44138442,22.6
3066.5,8.1,217.28,2121.4,62.84099111,22.6
3066.6,8.1,217.28,2121.4,63.2906074,22.6
3066.6,7.6,217.73,2121.4,63.64258088,21.1
3066.7,7.6,217.73,2121.4,63.96249882,21.1
3066.7,6.9,217.73,2121.4,64.2261924,21.7
3066.8,6.9,217.46,2121.4,64.42428517,21.7
3066.9,7.4,217.46,2121.4,64.58994559,23.6
3067,7.4,217.46,2121.4,64.57754753,23.6
3067.1,7,217.46,2121.4,64.5208502,23.8
3067.2,7,217.48,2121.4,64.50239449,23.8
3067.2,8,217.48,2121.4,64.52021052,22.1
3067.3,8,217.48,2121.4,64.64305153,22.1
3067.4,7.1,217.24,2121.4,65.16805147,20
3067.5,7.9,217.24,2121.4,65.3344273,20.1
3067.6,7.9,217.24,2121.4,65.42976209,20.1
3067.7,7.9,217.24,2121.4,65.43152664,20.1
3067.7,6.6,217.24,2121.4,65.56124287,21.9
3067.8,7.2,217.24,2121.4,65.80188681,23.6
3067.9,7.2,217.24,2121.4,65.97984268,23.6
3068,7.2,217.51,2121.4,66.07875628,23.6
3068,7.1,217.51,2121.4,66.27938245,24
3068.1,7.1,217.51,2121.4,66.33621298,24
3068.1,7.2,217.51,2121.4,66.41547005,23.3
3068.2,7.2,217,2121.4,66.43381178,23.3
3068.3,7.9,217.7,2121.4,66.3793415,22.5
3068.4,7.2,217.7,2121.4,66.38640266,22.3
3068.5,7.2,217.7,2121.4,66.40242418,22.3
3068.6,7.2,217.7,2121.4,66.30785646,22.3
3068.6,7.1,217.74,2121.4,66.27671903,23.3
3068.7,7.1,217.74,2121.4,66.17484681,23.3
3068.7,7.5,217.74,2121.4,65.9510349,24.6
3068.8,7.5,217.74,2121.4,65.7782099,24.6
3068.9,7.5,217.74,2121.4,65.70840755,24.6
3068.9,7.8,217.74,2121.4,65.57877915,24.1
3069,7.8,217.7,2121.4,65.53859295,24.1
3069,6.7,217.7,2121.4,65.62656026,23.2
3069.1,6.7,217.7,2121.4,65.66696352,23.2
3069.2,6.7,217.7,2121.4,65.72179477,23.2
3069.2,7,217.7,2121.4,65.72535299,23.2
3069.3,7,217.42,2121.4,65.50024721,23.2
3069.3,7.9,217.42,2121.4,65.18828733,22.1
3069.4,7.9,217.42,2121.4,64.98347288,22.1
3069.5,7.9,217.42,2121.4,64.62467396,22.1
3069.5,7.2,217.52,2121.4,64.18643899,20.6
3069.6,7.2,217.52,2121.4,63.87372174,20.6
3069.6,6.3,217.52,2121.4,63.50027866,21.9
3069.7,6.3,217.52,2121.4,63.06933016,21.9
3069.8,7.2,217.52,2121.4,62.53345784,24.5
3069.9,7.2,217.72,2121.4,62.20653003,24.5
3070,7.7,217.72,2121.4,62.02277546,24.5
3070.1,7.7,217.72,2121.4,62.07418386,24.5
3070.1,7.7,217.72,2121.4,62.38006137,23.5
3070.2,7.7,217.72,2121.4,62.87385341,23.5
3070.3,7.7,217.72,2121.4,63.32731655,22.9
3070.4,7.7,217.72,2121.4,63.65569605,22.9
3070.4,7,217.93,2121.4,63.88338763,21.5
3070.5,7,217.93,2121.4,63.68777813,21.5
3070.6,6.6,217.93,2121.4,63.590223,22.6
3070.7,6.6,217.93,2121.4,63.54440931,22.6
3070.7,7,217.24,2121.4,63.49999283,25.9
3070.8,7,217.24,2121.4,63.45473994,25.9
3070.9,7,217.24,2121.4,63.293201,25.9
3070.9,6.5,217.24,2121.4,63.00305365,26.2
3071,6.5,217.25,2121.4,62.87593444,26.2
3071,6.9,217.25,2121.4,62.94214357,25.3
3071.1,6.9,217.25,2121.4,63.10953898,25.3
3071.2,7.8,217.25,2121.4,63.31565253,24.9
3071.3,7.8,217.25,2121.4,63.45106607,24.9
3071.3,7.6,217.1,2121.4,63.45598154,24.1
3071.4,7.6,217.1,2121.4,63.37096553,24.1
3071.5,7.6,217.68,2121.4,63.09319451,24.1
3071.5,7.9,217.68,2121.4,62.87981446,22.4
3071.6,7.9,217.68,2121.4,62.81412023,22.4
3071.6,6.8,217.68,2121.4,63.07873663,22.5
3071.7,6.8,218,2121.4,63.40111141,22.5
3071.8,6.8,218,2121.4,63.67602735,26.2
3071.9,6.8,217.42,2121.4,63.66024122,26.2
3071.9,7.2,217.42,2121.4,63.40348693,28.9
3072,7.2,217.42,2121.4,62.97695016,28.9
3072.1,7.2,217.42,2121.4,62.70427577,28.9
3072.1,7.8,217.42,2121.4,62.60141156,27.1
3072.2,7.8,217.42,2121.4,62.65527553,27.1
3072.2,7.4,217.42,2121.4,62.9894229,25.5
3072.3,7.4,217.21,2121.4,63.35091985,25.5
3072.4,7.4,217.21,2121.4,63.6804789,25.5
3072.4,6.7,217.21,2121.4,64.03854876,25.6
3072.5,6.7,217.62,2121.4,64.36284758,25.6
3072.5,6.6,217.62,2121.4,64.71139692,27
3072.6,6.6,217.62,2121.4,64.81028265,27
3072.7,6.6,217.62,2121.4,64.9930964,27
3072.7,6.9,217.62,2121.4,65.09009155,28.4
3072.8,6.9,217.62,2121.4,65.38409363,28.4
3072.9,6.9,217,2121.4,65.65904494,28.7
3073,6.6,217,2121.4,65.92428863,29.2
3073.1,6.6,217,2121.4,66.16098259,29.2
3073.2,7.1,217,2121.4,66.31893677,29.5
3073.3,7.1,217,2121.4,66.34170873,29.5
3073.3,7,217,2121.4,66.36806961,29.5
3073.4,7,217.46,2121.4,66.31546355,29.5
3073.5,6.6,217.46,2121.4,66.05679506,29.1
3073.6,6.6,217.46,2121.4,66.02038037,29.1
3073.6,6.5,217.46,2121.4,66.02809835,28.9
3073.7,6.5,217.46,2121.4,66.0681221,28.9
3073.8,7,217.95,2121.4,66.20961293,28.8
3073.9,7,217.95,2121.4,66.35116519,28.8
3073.9,7.1,217.61,2121.4,66.35212514,28.9
3074,7.1,217.61,2121.4,66.23479995,28.9
3074.1,7,217.61,2121.4,66.11142398,28.6
3074.2,7,217.61,2121.4,65.99204807,28.6
3074.2,6.4,217.61,2121.4,66.06019307,28.3
3074.3,6.4,217.6,2121.4,66.26714235,28.3
3074.4,6.5,217.6,2121.4,66.30618958,28.3
3074.5,6.5,217.6,2121.4,66.33585,28.3
3074.5,7.1,217.6,2121.4,66.36664252,28.1
3074.6,7.1,217.6,2121.4,66.44149056,28.1
3074.7,7.1,217.6,2121.4,66.48929327,28.1
3074.7,7.2,217.6,2121.4,66.58773092,28.1
3074.8,7.2,217.63,2121.4,66.5707668,28.1
3074.8,6.4,217.63,2121.4,66.6499399,27.8
3074.9,6.4,217.63,2121.4,66.54363583,27.8
3075,7.2,217.63,2121.4,66.54886676,27.8
3075.1,7.2,217.63,2121.4,66.59884974,27.8
3075.1,7.5,217.63,2121.4,66.64614064,27.4
3075.2,7.5,217.63,2121.4,66.7721325,27.4
3075.4,4.8,217.63,2121.4,66.83263576,17.6
3075.4,5.9,217.69,2121.4,66.80804651,18.1
3075.5,5.9,217.69,2121.4,66.79256494,18.1
3075.6,5.9,217.69,2121.4,66.63889467,18.1
3075.6,6.5,217.55,2121.4,66.56805746,29.7
3075.7,6.5,217.55,2121.4,66.47570699,29.7
3075.7,6.5,217.55,2121.4,66.32722007,29.5
3075.9,6.5,217.58,2121.4,66.03642102,29.5
3075.9,6.9,217.58,2121.4,65.68622087,29.3
3076,6.9,217.58,2121.4,65.28748941,29.3
3076,6.3,217.58,2121.4,64.90048409,29
3076.1,6.3,217.58,2121.4,64.65344608,29
3076.2,6.9,217.58,2121.4,64.43384724,28.7
3076.3,6.9,217.58,2121.4,64.28297951,28.7
3076.3,7.4,217.58,2121.4,64.0326525,28.3
3076.4,7.4,217.77,2121.4,63.72114238,28.3
3076.5,7.4,217.77,2121.4,63.45709791,28.3
3076.5,7.3,217.77,2121.4,63.30343242,28
3076.6,7.3,217.77,2121.4,63.33828408,28
3076.7,6.6,217.77,2121.4,63.96169298,28
3076.8,6.6,217.77,2121.4,64.62676611,28
3076.8,6.1,217.65,2121.4,65.39450633,28.6
3077,6.3,217.65,2121.4,66.12737114,28.9
3077.1,6.3,217.65,2121.4,66.73536553,28.9
3077.1,6.6,217.65,2121.4,67.31526421,29
3077.2,6.6,217.65,2121.4,67.75132347,29
3077.3,6.7,217.65,2121.4,68.35158541,29.3
3077.4,6.6,217.65,2121.4,68.98417513,29.6
3077.5,6.6,216.88,2121.4,69.6233032,29.6
3077.6,6.6,216.88,2121.4,70.10053793,29.6
3077.6,6.9,216.88,2121.4,70.551666,29.6
3077.7,7.4,216.88,2121.4,70.4727327,29.1
3077.8,7.4,217.38,2121.4,70.12196939,29.1
3077.9,6.6,217.38,2121.4,69.58156359,27.9
3078.1,7.1,217.38,2121.4,68.80428059,27.3
3078.2,6.9,217.38,2121.4,67.99879569,27.1
3078.3,6.9,217.38,2121.4,67.21749539,27.1
3078.3,5.7,217.38,2121.4,66.51796861,27.5
3078.5,5.7,217.02,2121.4,65.82941855,27.5
3078.5,5.7,217.02,2121.4,65.40957876,28.6
3078.6,5.7,217.02,2121.4,64.86658942,28.6
3078.7,6.5,217.27,2121.4,64.3467584,28.8
3078.8,6.5,217.27,2121.4,63.88560046,28.8
3078.8,6.8,217.27,2121.4,63.4283685,28.4
3078.9,6.8,217.27,2121.4,63.07787396,28.4
3078.9,6.7,217.27,2121.4,63.09677273,28.3
3079,6.7,217.27,2121.4,63.34969174,28.3
3079.1,6.7,217.27,2121.4,63.59512728,28.3
3079.1,5.8,217.53,2121.4,63.3394695,28.3
3079.2,5.8,217.53,2121.4,63.19878778,28.3
3079.2,5.9,217.53,2121.4,63.12251896,28.9
3079.3,5.9,217.53,2121.4,63.06481559,28.9
3079.4,5.9,217.53,2121.4,63.05143579,28.9
3079.4,6.5,217.53,2121.4,63.09775508,29.1
3079.5,6.5,217.53,2121.4,63.29231289,29.1
3079.5,7.2,217.53,2121.4,63.21185472,28.2
3079.6,7.2,217.53,2121.4,62.9200913,28.2
3079.7,7.2,217.53,2121.4,62.60978085,28.2
3079.7,6.3,217.53,2121.4,62.37401857,27.3
3079.8,6.3,217.53,2121.4,62.1981282,27.3
3079.9,7.3,217.53,2121.4,61.99465345,26.3
3080,7.3,217.53,2121.4,61.96936586,26.3
3080.1,7.4,217.53,2121.4,62.12911672,25.4
3080.2,7.4,217.53,2121.4,62.24349036,24.4
3080.3,7.4,217.57,2121.4,62.41834846,24.4
3080.3,6.2,217.57,2121.4,62.71095739,25.3
3080.5,6.6,217.57,2121.4,63.04909448,27.6
3080.6,7.7,217.57,2121.4,63.52787502,27.5
3080.7,7.7,217.57,2121.4,64.22561283,27.5
3080.8,7.4,217.57,2121.4,64.72448522,25.5
3080.9,7.4,217.59,2121.4,65.05814648,25.5
3080.9,6.6,217.59,2121.4,65.11153939,25.4
3081,6.6,217.59,2121.4,65.20107084,25.4
3081.1,7.4,217.59,2121.4,65.33276698,27
3081.2,7.4,217.66,2121.4,65.67364344,27
3081.2,7.1,217.66,2121.4,65.83025344,28
3081.3,7.1,217.66,2121.4,65.93203064,28
3081.4,6.8,217.66,2121.4,66.00110011,28.6
3081.5,6.8,217.66,2121.4,66.05519493,28.6
3081.6,6.2,217.66,2121.4,66.07712263,28.4
3081.7,7.3,217.66,2121.4,66.07712263,28.2
3081.8,7.3,217.66,2121.4,66.07369177,28.2
3081.9,7.4,217.67,2121.4,66.03765982,28.6
3082,7.4,217.67,2121.4,65.77470362,28.6
3082,7.1,217.67,2121.4,65.6395387,28.8
3082.1,7.1,217.67,2121.4,65.5327441,28.8
3082.2,7,217,2121.4,65.42830104,28.6
3082.3,6.6,217,2121.4,65.51603743,29.1
3082.4,6.6,217,2121.4,65.76174443,29.1
3082.4,6.6,217.4,2121.4,65.99824849,30.1
3082.5,6.6,217.4,2121.4,66.2344172,30.1
3082.6,6.6,217.4,2121.4,66.43924806,30.1
3082.6,6.9,217.4,2121.4,66.44984586,30.4
3082.7,6.9,217.26,2121.4,66.514485,30.4
3082.7,7.2,217.26,2121.4,66.70506754,30.2
3082.8,7.2,217.26,2121.4,66.39395821,30.2
3082.9,7.2,217.26,2121.4,66.18488326,30.2
3082.9,7.1,217.26,2121.4,66.17264622,30.2
3083,7.1,217.31,2121.4,66.35482111,30.2
3083.1,7.2,217.31,2121.4,66.45647573,29.6
3083.2,7.2,217.31,2121.4,66.42786218,29.6
3083.2,6.4,217.31,2121.4,66.18488326,28.7
3083.3,6.4,217.31,2121.4,66.05816575,28.7
3083.4,6.4,217.31,2121.4,66.24029193,28.7
3083.4,7.1,217.24,2121.4,66.274492,28.1
3083.5,7.1,217.24,2121.4,66.35183671,28.4
3083.7,7.1,217.24,2121.4,66.66343747,29.5
3083.8,7.1,217.24,2121.4,66.66410449,29.5
3083.9,6.7,217.24,2121.4,66.6706524,30.3
3084,7.1,217.24,2121.4,67.06893694,30.3
3084.1,7.1,217.24,2121.4,67.24387239,30.3
3084.1,7.1,217.24,2121.4,67.44562103,29.9
3084.2,7.1,217.24,2121.4,67.6560437,29.9
3084.3,7,217.24,2121.4,67.79057192,27.8
3084.4,7,217.66,2121.4,67.898389,27.8
3084.4,6,217.66,2121.4,68.10746305,28.1
3084.5,6,217.66,2121.4,68.44261113,28.1
3084.6,6,217.66,2121.4,68.68559854,28.1
3084.6,6.5,217.66,2121.4,68.79483083,28.6
3084.7,6.5,217.49,2121.4,68.85984731,28.6
3084.7,7.4,217.49,2121.4,68.81676949,28.2
3084.8,7.4,217.49,2121.4,68.58048956,28.2
